0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.056032365696989196,0.05561144186035663,0.057268732686129704,-0.0016073826896064304,0.0586859913400294,0.06288942723040025,0.06348027161314888,0.0020112274021647303,0.0017013432224952051,0.005790914077085693,0.009345197350371806,0.004112973920406386,-0.0037744397635770008,-0.009095686568823638,0.003934454418733718,0.0066585619973349025,0.027795798157595072,0.005294915927726559,-0.005294915928413963
0.05561144186035663,0.05545958830320272,0.05694425131011096,-0.0011043621993439357,0.05837025866134115,0.06253585637203153,0.06312184450491538,0.0022688219774062678,0.0017671569704624489,0.006093593353958769,0.0095321766164878,0.004672843937994017,-0.003124829030058477,-0.00880555333769358,0.003819125338316997,0.006589597549694578,0.027891136856915133,0.006051533184180992,-0.006051533184816462
0.057268732686129704,0.05694425131011096,0.05874606876997319,-0.001882420600301484,0.06012992338913907,0.0644655727504873,0.06506303226530986,0.002111372209510134,0.0018093640632079,0.0061529783854119,0.009542882271826125,0.004556585091708631,-0.004235502369794581,-0.009500964898689457,0.0040744779545104194,0.006805091106329189,0.028237562046754622,0.006092118427683218,-0.006092118428197919
-0.0016073826896064304,-0.0011043621993439357,-0.001882420600301484,0.007267615459621421,-0.0016054358725172526,-0.0016249533571722305,-0.0010662631754147325,-0.000331686341588712,-9.52882751935014e-05,-0.0006199203951222511,-0.00047376106935929517,-0.00021368649870033744,0.005398802353089103,0.0014777968377066566,-0.0010191577440742212,-0.0008399226631679965,0.0005289864788273597,-0.0012022825028954317,0.0012022825029233378
0.0586859913400294,0.05837025866134115,0.06012992338913907,-0.0016054358725172526,0.061980727275075066,0.06658599459955906,0.06721060916989267,0.0013348289294777332,0.0016639416339502588,0.005205973733641341,0.008902422155545412,0.002757381363097409,-0.0043104386033018015,-0.009760957943576728,0.003551535421518277,0.007166701912211542,0.029103283739695736,0.003065197917804032,-0.00306519791816372
0.06288942723040025,0.06253585637203153,0.0644655727504873,-0.0016249533571722305,0.06658599459955906,0.07349855522259593,0.07515679907169882,-0.00337169229498986,5.221142590047508e-05,-0.0014952071692918064,0.0032422008401338893,-0.00267886878356423,-0.0054841391406892925,-0.01165995520869716,-0.00025060327017760735,0.0034107814233291364,0.030027678686745114,-0.005540286906205794,0.005540286906260934
0.06348027161314888,0.06312184450491538,0.06506303226530986,-0.0010662631754147325,0.06721060916989267,0.07515679907169882,0.08270832917852064,-0.004848108129239155,-0.000552538775890555,-0.004895969973967757,-0.00018403929608755467,-0.005656671433656064,-0.0029702905517690692,-0.010505194639698385,-0.002135863215105324,-0.002618237431890523,0.026253508480614557,-0.00921236158657155,0.009212361585392511
0.0020112274021647303,0.0022688219774062678,0.002111372209510134,-0.000331686341588712,0.0013348289294777332,-0.00337169229498986,-0.004848108129239155,0.01580961648109977,0.004456076115127588,0.018797530816411088,0.016302473751733562,0.0164514604875468,0.003911578737116137,0.0030726590820062,0.010247425050317178,0.008198814152653172,0.003730366714989948,0.027587287906293254,-0.0275872879076196
0.0017013432224952051,0.0017671569704624489,0.0018093640632079,-9.52882751935014e-05,0.0016639416339502588,5.221142590047508e-05,-0.000552538775890555,0.004456076115127588,0.007377091808607557,0.009752030979595693,0.008102095384060235,0.0055502535166220895,0.0010755333639497551,0.0018793507758425548,0.004696036348596075,0.004567540605345725,0.0020132412315650248,0.010110950155874699,-0.010110950155696418
0.005790914077085693,0.006093593353958769,0.0061529783854119,-0.0006199203951222511,0.005205973733641341,-0.0014952071692918064,-0.004895969973967757,0.018797530816411088,0.009752030979595693,0.03490583939829171,0.029183829519446133,0.02669524762737199,0.00264195069806192,0.0035392926264147485,0.016334208348810705,0.0169403993027441,0.008144030773590912,0.044248237264505684,-0.04424823726578178
