,Date,Open,High,Low,Close,Volume,MA5,MA20,MA60,AlexanderFilter,RS,RSI,Money Flow Index,%B,10 days Volatility,30 days Volatility,Chaikin Oscilator,MACD,Accumulation and Distribution Oscillator,%K,William %R
95,27/05/2020,4970,5000,4855,4965,151753500,4829.0,5021.5,5429.5,-6.05487228,0.719178082,41.83266932,40.08403101,0.430421885,196.8660712,263.4114336,-82291053.44,-79.90384615,-2185177346.0,39.58333333,0.604166667
96,28/05/2020,5000,5320,5000,5295,229233000,4935.0,5030.25,5407.5,-1.120448179,1.102739726,52.44299674,43.93160118,0.8141431509999999,196.8660712,249.2103641,48675829.84,-77.59615385,-1991762002.0,85.41666667,0.145833333
97,29/05/2020,5295,5295,5190,5190,399414000,5037.0,5043.75,5385.25,-1.048617731,0.886227545,46.98412698,51.50471143,0.6725929559999999,192.878848,234.6413339,46084610.26,-80.25641026,-2391176002.0,70.83333333,0.291666667
98,02/06/2020,5260,5500,5240,5360,181369500,5156.0,5063.75,5365.75,1.227573182,1.005988024,50.14925373,53.69572461,0.834146885,226.05806780000003,228.4403642,10162991.18,-72.33974359,-2405127502.0,82.92682927,0.17073170699999998
99,03/06/2020,5410,5780,5400,5780,279673500,5318.0,5111.25,5355.083333,10.72796935,1.737931034,63.47607053,62.50236672,1.1328607720000001,330.3819759,247.84297220000002,-36179064.03,-42.01923077,-2125454002.0,100.0,0.0
100,04/06/2020,5780,5990,5600,5790,236158500,5483.0,5158.25,5346.75,13.307240700000001,1.6827586209999998,62.72493573,65.72600739,1.034834088,381.68573460000005,267.70443900000004,42344300.0,-9.583333332999999,-2131509348.0,84.73282443,0.152671756
101,05/06/2020,5790,5855,5585,5725,88157500,5569.0,5186.0,5337.333333,16.36178862,1.7062937059999999,63.04909561,66.28046506,0.920916008,391.86222069999997,287.2469418,116701242.6,35.19230769,-2128244256.0,79.77099237,0.202290076
102,08/06/2020,5755,5925,5755,5900,173557500,5711.0,5220.0,5334.333333,23.30198537,2.3057851240000002,69.75,71.08984124,0.977478173,384.6348918,313.56923739999996,113569176.5,98.10897436,-2005733079.0,93.12977099,0.06870229
103,09/06/2020,5940,5995,5795,5805,100110000,5800.0,5246.0,5325.75,21.82581322,2.735294118,73.22834646,75.69700799,0.8695764579999999,344.4067363,332.22081010000005,95765477.19,150.7371795,-2095832079.0,85.5513308,0.144486692
104,10/06/2020,5800,5865,5595,5800,115382500,5804.0,5268.25,5315.083333,23.93162393,3.671052632,78.5915493,77.5448042,0.835244443,310.304689,349.94221749999997,103745548.4,211.7628205,-2036004116.0,85.17110266,0.14828897300000002
105,11/06/2020,5750,5810,5605,5680,85187500,5782.0,5290.0,5302.5,19.20251836,2.90625,74.4,78.62529295,0.739868548,238.8958978,359.8043064,73405003.75,255.3205128,-2058859299.0,76.04562738,0.239543726
106,12/06/2020,5680,5680,5480,5670,96044000,5771.0,5308.75,5293.666667,14.08450704,3.4444444439999997,77.5,79.0702265,0.7177076029999999,210.7486655,367.8997825,112608233.5,282.1153846,-1972419699.0,75.09578544,0.24904214600000002
107,15/06/2020,5680,5710,5500,5500,100844500,5691.0,5322.75,5288.916667,10.775428,2.27826087,69.49602122,79.09720248,0.606437376,152.6564771,365.6243139,68397025.53,314.0064103,-2073264199.0,59.42622951,0.405737705
108,16/06/2020,5580,5795,5580,5760,91518500,5682.0,5355.25,5286.166667,8.781869687999999,2.373913043,70.36082474,78.53903243,0.738789148,102.0979921,371.6883775,44810810.35,331.98717949999997,-2011542420.0,79.38596491,0.20614035100000003
109,17/06/2020,5800,5800,5680,5720,79800000,5666.0,5395.25,5284.0,10.21194605,2.237704918,69.11392405,78.03911138,0.693994235,101.3903348,369.33968860000004,14172078.51,359.4230769,-2038142420.0,72.36180905,0.27638191
110,18/06/2020,5720,5740,5585,5585,68032000,5647.0,5435.25,5284.416667,4.197761194,1.389261745,58.14606742,73.25470759,0.594566226,108.6611706,361.7041455,668512.0474,369.3269231,-2106174420.0,49.06832298,0.50931677
111,19/06/2020,5600,5650,5545,5575,110071000,5628.0,5475.75,5292.0,-3.546712803,1.5923076919999999,61.42433234,63.42142425,0.567883805,116.26370890000001,362.52743189999995,-44089571.51,339.55128210000004,-2153347706.0,44.37086093,0.556291391
112,22/06/2020,5595,5660,5530,5540,51590500,5636.0,5518.75,5301.0,-4.317789292,1.262773723,55.80645161,57.79697511,0.516774692,103.65929770000001,363.0419703,-77915687.42,309.2948718,-2197001206.0,23.52941176,0.764705882
113,23/06/2020,5570,5660,5520,5620,69954000,5608.0,5561.5,5317.166667,-1.834061135,0.7664233579999999,43.38842975,51.8107964,0.555051564,92.68225289,365.4663687,-91078970.0,285.1602564,-2167020920.0,27.18446602,0.72815534
114,24/06/2020,5650,5760,5640,5705,57333000,5605.0,5598.25,5333.333333,-3.3050847460000004,0.8759124090000001,46.692607,44.978150299999996,0.616185698,80.35701587,370.0714646,-81420219.37,246.025641,-2162243170.0,43.68932039,0.563106796
115,25/06/2020,5700,5745,5640,5725,51415000,5633.0,5636.25,5354.916667,-1.378122308,1.0,50.0,50.42104927,0.6238970620000001,83.90470785,373.7854405,-52069209.27,208.3974359,-2130414837.0,47.57281553,0.524271845
116,26/06/2020,5720,5760,5640,5645,57467500,5647.0,5653.75,5374.0,-2.672413793,0.635714286,38.86462882,40.03809753,0.48641924700000005,83.34416596,375.5758542,-36359327.45,162.40384619999998,-2183093378.0,32.03883495,0.679611651
117,29/06/2020,5640,5695,5585,5675,48796500,5674.0,5678.0,5380.583333,-0.088028169,0.785123967,43.98148148,32.49434942,0.493798475,69.92853495,376.4464327,-25080938.06,126.9871795,-2152041060.0,50.64935065,0.49350649399999996
118,30/06/2020,5700,5740,5660,5695,74474000,5689.0,5694.75,5383.666667,0.44091710799999995,0.825,45.20547945,41.01871881,0.500647966,62.49199949,374.329623,-20411973.54,90.03205128,-2161350310.0,65.15151515,0.348484849
119,01/07/2020,5700,5800,5675,5800,63959000,5708.0,5695.75,5388.75,5.454545455,1.25,55.55555556,48.22927241,0.767491535,75.00166665,365.79532830000005,14080271.54,75.22435897,-2097391310.0,100.0,0.0
120,02/07/2020,5775,5870,5760,5870,75585500,5737.0,5699.75,5394.5,1.9097222219999999,1.425531915,58.77192982,56.82885921,0.914358697,94.12757301,348.2794615,49055160.55,49.77564103,-2021805810.0,100.0,0.0
121,03/07/2020,5870,5905,5840,5870,52219000,5782.0,5707.0,5401.0,2.6223776219999997,2.233333333,69.07216495,65.15888927,0.873303761,101.0061879,324.2451062,81478540.23,27.46794872,-2025822656.0,90.90909091,0.090909091
122,06/07/2020,5860,5935,5850,5935,67800000,5834.0,5708.75,5409.75,6.266786034,1.5833333330000001,61.29032258,64.35505841,1.002908178,102.26925250000001,287.4882123,104036903.2,32.01923077,-1958022656.0,100.0,0.0
123,07/07/2020,5940,5995,5900,5990,74168000,5893.0,5718.0,5418.0,7.443946188,2.038461538,67.08860759,64.25146533,1.0366488870000001,113.419575,251.08298760000002,119882324.6,35.83333333,-1891661814.0,98.94736842,0.010526316
124,08/07/2020,5990,6265,5980,6200,106444500,5973.0,5738.0,5425.75,11.9133574,5.92,85.54913295,72.89939618,1.203745179,162.4876918,238.7795357,151052339.1,58.52564103,-1833770946.0,91.27516779,0.08724832199999999
125,09/07/2020,6210,6240,6030,6100,93543500,6019.0,5759.0,5433.166667,8.540925267,3.441860465,77.48691099,73.46147202,0.970148535,174.34448659999998,210.9481901,155529581.3,86.21794872,-1864952113.0,77.85234899,0.22147651
126,10/07/2020,6100,6240,6080,6200,67224000,6085.0,5785.5,5442.583333,8.676599474,4.666666667,82.35294118,79.16230829,1.00864601,179.5974666,213.1650378,140461488.6,111.6987179,-1831340113.0,91.27516779,0.08724832199999999
127,13/07/2020,6230,6240,6140,6175,86006000,6133.0,5819.25,5452.25,7.8602620089999995,3.707317073,78.75647668,79.66781264,0.924593118,170.0154405,200.314267,103181251.6,131.8910256,-1857141913.0,86.76470588,0.132352941
128,14/07/2020,6175,6200,6110,6200,45616500,6175.0,5841.25,5463.916667,9.831709477,3.414634146,77.3480663,74.59819864,0.899243748,150.7282323,198.37121489999998,86007661.82,166.6025641,-1811525413.0,90.44117647,0.095588235
129,15/07/2020,6200,6240,6150,6150,61468000,6165.0,5862.75,5474.5,8.370044052999999,2.666666667,72.72727273,74.97628215,0.808935448,131.7725313,207.54711650000002,49683438.72,192.91666669999998,-1872993413.0,83.08823529,0.16911764699999998
130,16/07/2020,6150,6200,6140,6180,66520500,6181.0,5892.5,5486.083333,8.516242318,4.057142857,80.2259887,73.90788706,0.808377716,116.94015559999998,217.2382844,34692182.28,218.71794869999997,-1850819913.0,87.5,0.125
131,17/07/2020,6135,6180,6040,6120,73348000,6165.0,5919.75,5500.75,5.517241379,2.8936170210000003,74.31693989,71.80865295,0.7214013229999999,88.31760866,222.1971097,6538674.561000001,228.4615385,-1840341627.0,76.03305785,0.239669422
132,20/07/2020,6120,6160,6060,6140,59794500,6158.0,5949.75,5512.666667,4.5996592839999995,2.8936170210000003,74.31693989,71.53495703,0.723114549,61.58124715,228.2240614,14025730.18,232.8846154,-1804464927.0,78.81355932,0.211864407
133,21/07/2020,6100,6235,6100,6200,84159500,6158.0,5978.75,5526.75,5.621805792000001,2.70212766,72.98850575,72.23459835,0.768947519,35.07491981,236.2511023,30212659.51,233.4615385,-1763943686.0,87.12871287,0.128712871
134,22/07/2020,6210,6250,6130,6180,44725500,6164.0,6002.5,5543.75,4.128053917,2.215686275,68.90243902,71.47550299,0.721843805,33.64892272,242.39940640000003,46956588.77,237.724359,-1771397936.0,80.0,0.2
135,23/07/2020,6180,6215,6140,6200,84026500,6168.0,6026.25,5561.333333,3.505843072,2.2941176469999998,69.64285714,64.09679720000001,0.72416929,27.24426545,246.030994,60387211.38,236.7628205,-1720982036.0,84.33734940000001,0.156626506
136,24/07/2020,6200,6200,6100,6100,58366500,6164.0,6049.0,5577.666667,-1.612903226,1.464788732,59.42857143,58.0544706,0.573570481,33.64892272,244.8825682,50053103.73,208.6217949,-1779348536.0,54.79452055,0.452054795
137,27/07/2020,6100,6140,6000,6100,41972500,6156.0,6070.25,5597.333333,0.0,1.309859155,56.70731707,52.48492785,0.549344115,38.48376281,234.72140699999997,43820816.08,188.4294872,-1761360322.0,42.10526316,0.578947368
138,28/07/2020,6120,6200,6060,6185,65279000,6153.0,6094.75,5617.75,-0.24193548399999998,0.9577464790000001,48.92086331,50.38869304,0.679861188,37.04389288,236.73966009999998,37312695.11,162.3717949,-1710069679.0,74.0,0.26
139,29/07/2020,6185,6185,6100,6135,50262500,6144.0,6111.5,5639.5,-0.647773279,1.114754098,52.71317829,52.82109531,0.555531508,37.53664876,235.24980809999997,42043641.77,139.23076919999997,-1718939532.0,54.0,0.46
140,30/07/2020,6135,6240,6055,6240,80533500,6152.0,6130.0,5662.666667,0.64516129,1.131147541,53.07692308,53.52229445,0.793819517,45.22167622,229.7800881,61787017.01,121.9871795,-1638406032.0,96.0,0.04
141,03/08/2020,6220,6235,5825,6130,137079000,6158.0,6143.0,5678.666667,-0.325203252,0.884615385,46.93877551,41.70089344,0.45497820299999997,44.42971978,218.35171680000002,81083827.68,104.7435897,-1571538227.0,71.76470588,0.282352941
142,04/08/2020,6155,6220,6130,6210,79357000,6180.0,6156.75,5695.166667,0.485436893,1.025641026,50.63291139,48.35636118,0.739750572,46.05431576,203.93115669999997,121326751.9,85.51282051,-1509816116.0,90.58823529,0.094117647
143,05/08/2020,6200,6220,6100,6205,49393000,6184.0,6167.5,5710.5,1.388888889,1.15942029,53.69127517,42.6182255,0.727796277,46.42467017,192.1397061,147421075.2,72.21153846,-1472771366.0,89.41176471,0.10588235300000001
144,06/08/2020,6215,6295,6185,6260,55258500,6209.0,6170.5,5725.583333,1.9543973940000001,1.231884058,55.19480519,48.91637467,0.993010068,53.99305511,185.4020406,155169305.2,60.48076923,-1452677366.0,92.55319149,0.074468085
145,07/08/2020,6265,6285,6160,6180,43621000,6197.0,6174.5,5741.166667,-0.322580645,1.164383562,53.79746835,50.42816087,0.532411312,53.453250600000004,175.6925977,140463889.6,44.19871795,-1482339646.0,75.53191489,0.244680851
146,10/08/2020,6180,6200,6105,6120,37774500,6195.0,6170.5,5754.916667,-0.970873786,0.952941177,48.79518072,45.11121257,0.21034357899999997,50.94359626,156.52555700000002,101542908.1,29.58333333,-1508185356.0,62.76595745,0.372340426
147,11/08/2020,6140,6200,6130,6175,38795500,6188.0,6170.5,5770.833333,-0.40322580700000005,0.9411764709999999,48.48484848,42.22175771,0.5258109679999999,44.20407221,136.6472547,60309114.7,15.76923077,-1497100928.0,74.46808511,0.25531914899999997
148,12/08/2020,6175,6260,6160,6260,35612000,6199.0,6173.5,5790.0,2.62295082,1.197530864,54.49438202,41.61997215,0.956123148,49.75188439,115.7410904,42401278.94,16.6025641,-1461488928.0,92.55319149,0.074468085
149,13/08/2020,6260,6300,6180,6300,48581000,6207.0,6181.0,5813.0,3.278688525,1.24691358,55.49450549,49.40195331,1.046446779,55.32630477,102.720765,43557261.39,21.34615385,-1412907928.0,100.0,0.0
150,14/08/2020,6300,6405,6240,6405,57316000,6252.0,6192.25,5840.0,3.5569927239999997,2.0,66.66666667,56.5266436,1.227423763,81.03857106,100.0678936,62445517.66,31.79487179,-1355591928.0,100.0,0.0
151,18/08/2020,6405,6425,6300,6360,81563500,6300.0,6204.25,5866.583333,3.6674816630000002,1.7428571430000002,63.54166667,63.46439329,0.9887009590000001,83.55387484,90.70725195,75388628.41,40.54487179,-1358854468.0,89.16666667,0.108333333
152,19/08/2020,6360,6410,6310,6330,58793500,6331.0,6213.75,5894.083333,1.442307692,1.381578947,58.01104972,56.23069856,0.8513463809999999,85.89091919,82.82914141,70079193.6,43.04487179,-1394130568.0,84.16666667,0.15833333300000002
153,24/08/2020,6340,6380,6280,6315,66882500,6342.0,6219.5,5919.916667,3.017944535,1.52173913,60.34482759,55.04297995,0.779201576,85.24816714,76.87092356,44687125.47,53.07692308,-1414195318.0,81.66666667,0.18333333300000001
154,25/08/2020,6320,6380,6305,6365,49211000,6355.0,6228.75,5943.166667,2.495974235,1.362318841,57.66871166,53.45269327,0.8759926379999999,89.66047067,82.25704968,29281510.66,59.64743589999999,-1384668718.0,90.0,0.1
155,26/08/2020,6385,6390,6305,6340,42983000,6342.0,6235.75,5966.083333,2.175664786,1.807692308,64.38356164,59.83961072,0.778847996,84.32674546,83.09566107,20898479.62,63.58974359,-1392253953.0,73.84615385,0.26153846199999997
156,27/08/2020,6365,6600,6340,6600,68326000,6390.0,6260.75,5987.833333,5.431309904,2.5,71.42857143,59.44105161,1.22136616,104.1873313,107.94237150000001,32561860.86,75.76923077,-1323927953.0,100.0,0.0
157,28/08/2020,6560,6600,6425,6495,52292500,6423.0,6280.5,6009.583333,5.0970873789999995,1.8055555559999998,64.35643564,58.99171736,0.939538106,95.86970324,117.4998818,33051168.29,87.59615385,-1334386453.0,78.78787879,0.212121212
158,31/08/2020,6500,6540,6275,6275,97032000,6415.0,6285.0,6024.833333,2.532679739,1.025862069,50.63829787,48.74283246,0.479173897,94.12890098,117.43426059999999,16989287.49,95.32051282,-1431418453.0,34.34343434,0.656565657
159,01/09/2020,6280,6520,6240,6520,67446000,6446.0,6304.25,6037.166667,5.5870445339999995,1.68,62.68656716,55.69054105,0.930801805,98.80409911,126.24106129999998,-1252426.647,111.7628205,-1363972453.0,83.83838384,0.16161616199999998
160,02/09/2020,6520,6560,6365,6435,66065000,6465.0,6314.0,6047.916667,2.795527157,1.6,61.53846154,61.70156493,0.737454005,99.34913185,129.5037537,-14624241.64,116.5384615,-1382606171.0,64.89361702,0.35106383
161,03/09/2020,6465,6500,6300,6500,68208500,6445.0,6332.5,6060.833333,3.174603175,1.619047619,61.81818182,55.10239301,0.8318426059999999,102.0600314,133.4536957,19937006.04,121.66666670000001,-1314397671.0,77.27272727,0.22727272699999998
162,04/09/2020,6450,6450,6265,6380,80613500,6422.0,6341.0,6068.833333,-0.390320063,1.186046512,54.25531915,48.49176463,0.579046548,98.82433911,132.2896653,33064004.52,108.81410259999998,-1294788982.0,47.61904762,0.523809524
163,07/09/2020,6335,6360,6200,6285,64249500,6424.0,6345.0,6076.833333,-1.179245283,0.97972973,49.48805461,42.50182589,0.375130005,102.4316846,131.3816535,51332739.2,95.44871795,-1290773388.0,21.25,0.7875
164,08/09/2020,6285,6360,6285,6335,39649000,6387.0,6348.75,6085.75,0.078988942,0.905405405,47.5177305,41.37454735,0.471009556,104.40426240000001,130.14692549999998,52901778.32,90.09615385,-1277557055.0,33.75,0.6625
165,09/09/2020,6300,6320,6210,6245,49285000,6349.0,6352.0,6095.166667,-1.108471892,0.853503185,46.04810997,33.60660824,0.266848563,114.74319150000001,129.34246100000001,42994306.61,80.03205128,-1295478873.0,11.25,0.8875
166,10/09/2020,6220,6220,5810,5810,175735000,6211.0,6336.5,6097.5,-8.719560094,0.56302521,36.02150538,29.98360001,-0.333800568,197.0812015,152.20864699999998,-2423929.692,50.32051282,-1471213873.0,0.0,1.0
167,11/09/2020,5800,5975,5620,5905,403032500,6116.0,6323.0,6104.25,-6.861198738,0.65106383,39.43298969,22.89804925,-0.07750233,224.64193730000002,163.6272865,3660897.548,22.72435897,-1227123767.0,29.08163265,0.709183674
168,14/09/2020,6000,6115,5985,6050,138115000,6069.0,6312.5,6109.083333,-8.333333332999999,0.7319148940000001,42.26044226,27.54374047,0.154897902,233.98771340000002,167.88728030000001,6016464.182,-16.95512821,-1227123767.0,43.87755102,0.56122449
169,15/09/2020,6040,6100,5860,5860,170087000,5974.0,6290.5,6111.416667,-9.776751347000001,0.641791045,39.09090909,25.38689169,-0.002310811,240.52494669999996,182.0375419,34007997.48,-56.60256410000001,-1397210767.0,24.48979592,0.7551020409999999
170,16/09/2020,5860,5870,5745,5750,158565500,5875.0,6257.75,6114.166667,-8.366533865,0.413793103,29.26829268,19.67465698,-0.023542922999999997,255.3742352,204.02341909999998,-55265936.89,-80.73717949,-1543091027.0,13.26530612,0.867346939
171,17/09/2020,5750,5855,5665,5755,138796000,5864.0,6227.5,6117.166667,-11.73312883,0.44981412600000004,31.02564103,18.80224983,0.05348561,239.4916491,221.5253309,-139423533.5,-128.1410256,-1550396080.0,14.36170213,0.856382979
172,18/09/2020,5700,5735,5570,5630,316912000,5809.0,6192.5,6118.666667,-12.50971251,0.484,32.61455526,16.89059352,0.02071301,237.9206801,246.672804,-185091721.9,-176.3782051,-1636826626.0,6.0606060610000005,0.939393939
173,21/09/2020,5640,5735,5595,5605,112443000,5720.0,6157.0,6118.416667,-13.76923077,0.282352941,22.01834862,13.64200785,0.066486561,233.15713590000001,269.89035839999997,-204220197.5,-229.0384615,-1733206340.0,3.535353535,0.964646465
