Date,Open,High,Low,Close,Volume
2022-07-04,7250,7275,7000,7050,102238600
2022-07-05,7100,7325,7100,7250,69172900
2022-07-06,7300,7325,7175,7300,66801100
2022-07-07,7225,7250,7100,7100,86126800
2022-07-08,7125,7175,7075,7150,64312400
2022-07-11,7200,7200,7125,7125,36830800
2022-07-12,7175,7250,7150,7175,34269000
2022-07-13,7100,7125,7000,7000,71988200
2022-07-14,7025,7100,7000,7025,83316300
2022-07-15,7100,7100,7000,7000,57419900
2022-07-18,7025,7150,7025,7150,60077700
2022-07-19,7100,7175,7100,7175,59641000
2022-07-20,7200,7400,7175,7400,105792900
2022-07-21,7400,7400,7250,7400,64337100
2022-07-22,7400,7400,7300,7325,38956500
2022-07-25,7350,7375,7300,7300,31247600
2022-07-26,7250,7375,7250,7300,44379900
2022-07-27,7325,7350,7275,7325,58465500
2022-07-28,7375,7450,7325,7350,86909700
2022-07-29,7400,7475,7350,7350,131553000
2022-08-01,7350,7500,7350,7500,104841600
2022-08-02,7600,7625,7500,7600,106466900
2022-08-03,7625,7625,7575,7625,60170600
2022-08-04,7675,7800,7650,7800,164221000
2022-08-05,7825,7875,7725,7875,118734200
2022-08-08,7875,7925,7750,7875,84328900
2022-08-09,7875,7975,7875,7900,92875800
2022-08-10,7800,7900,7725,7900,104376300
2022-08-11,7850,7950,7825,7950,73204700
2022-08-12,7925,7975,7850,7925,59381200
2022-08-15,7950,7975,7900,7950,81411000
2022-08-16,7950,7975,7850,7975,83556700
2022-08-18,7900,8025,7875,8000,86136900
2022-08-19,8050,8050,7900,7900,58194900
2022-08-22,7850,8000,7825,8000,97293300
2022-08-23,8000,8000,7900,7900,71671800
2022-08-24,7950,8025,7900,7950,108892400
2022-08-25,8000,8100,7900,8075,99503500
2022-08-26,8025,8125,8000,8000,80472400
2022-08-29,8000,8150,7950,8150,57762100
2022-08-30,8100,8275,8075,8175,124467000
2022-08-31,8075,8225,8050,8200,137659900
2022-09-01,8150,8250,8125,8150,74960800
2022-09-02,8150,8225,8150,8225,71430600
2022-09-05,8225,8300,8200,8275,62906000
2022-09-06,8300,8350,8250,8275,67079900
2022-09-07,8250,8375,8250,8375,117931700
2022-09-08,8400,8500,8350,8350,132777400
2022-09-09,8500,8500,8275,8375,91234600
2022-09-12,8325,8425,8325,8375,52395300
2022-09-13,8375,8575,8375,8525,124485200
2022-09-14,8375,8650,8375,8500,116642400
2022-09-15,8500,8875,8500,8750,190404800
2022-09-16,8700,8725,8450,8450,363127600
2022-09-19,8475,8750,8450,8650,102530600
2022-09-20,8550,8650,8550,8550,89238400
2022-09-21,8525,8600,8425,8475,90933700
2022-09-22,8375,8525,8375,8475,61908500
2022-09-23,8375,8475,8375,8375,60567600
2022-09-26,8200,8500,8200,8425,106228200
2022-09-27,8375,8450,8300,8300,89567100
2022-09-28,8250,8425,8250,8325,89153400
2022-09-29,8325,8450,8325,8375,62643700
2022-09-30,8375,8575,8275,8550,176524800
2022-10-03,8450,8525,8450,8500,115079600
2022-10-04,8525,8625,8525,8550,80524500
2022-10-05,8525,8550,8425,8450,63788000
2022-10-06,8475,8500,8425,8425,43967400
2022-10-07,8325,8375,8200,8200,112043400
2022-10-10,8150,8375,8125,8300,80238200
2022-10-11,8200,8300,8150,8250,64060000
2022-10-12,8200,8325,8175,8325,47569700
2022-10-13,8275,8375,8275,8275,62282800
2022-10-14,8300,8350,8250,8250,70642900
2022-10-17,8250,8300,8175,8250,56387500
2022-10-18,8275,8475,8250,8300,85665300
2022-10-19,8250,8350,8225,8275,66753500
2022-10-20,8250,8500,8250,8500,91812300
2022-10-21,8450,8725,8450,8650,122777800
2022-10-24,8750,8900,8725,8900,89416500
2022-10-25,8825,8875,8700,8700,84696300
2022-10-26,8625,8650,8550,8550,98962100
2022-10-27,8550,8700,8550,8700,77003400
2022-10-28,8650,8750,8650,8750,84980600
2022-10-31,8850,8850,8775,8800,138922800
2022-11-01,9000,9000,8725,8800,118118400
2022-11-02,8800,8825,8725,8750,68323600
2022-11-03,8700,8825,8700,8800,81856300
2022-11-04,8775,8800,8675,8775,84458300
2022-11-07,8725,8850,8675,8850,94794000
2022-11-08,8850,8875,8725,8750,42525500
2022-11-09,8675,8875,8675,8875,96599500
2022-11-10,8725,8800,8725,8800,89463000
2022-11-11,8900,8925,8825,8850,59597900
2022-11-14,8875,8900,8750,8750,49208200
2022-11-15,8775,8850,8750,8800,59092900
2022-11-16,8625,8675,8550,8600,143424800
2022-11-17,8625,8825,8600,8725,72679800
2022-11-18,8725,8900,8725,8825,83556900
2022-11-21,8875,8900,8725,8725,35901000
2022-11-22,8900,8950,8850,8900,84684200
2022-11-23,8900,8975,8875,8875,84642100
2022-11-24,8975,9000,8950,9000,53520800
2022-11-25,9000,9000,8900,8975,75048300
2022-11-28,9050,9100,8975,9025,96209700
2022-11-29,8975,9075,8925,8975,91562100
2022-11-30,8875,9400,8850,9300,644359600
2022-12-01,9275,9350,9000,9000,155775400
2022-12-02,8900,8975,8900,8900,130982100
2022-12-05,8800,8900,8775,8775,114656300
2022-12-06,8725,8750,8575,8675,180553800
2022-12-07,8500,8575,8450,8450,229308700
2022-12-08,8375,8575,8350,8500,172590100
2022-12-09,8500,8600,8450,8575,90851300
2022-12-12,8525,8700,8475,8700,102851800
2022-12-13,8625,8700,8550,8700,104580200
2022-12-14,8600,8700,8525,8625,118164300
2022-12-15,8575,8600,8500,8500,113255700
2022-12-16,8425,8650,8400,8600,181516700
2022-12-19,8650,8700,8600,8650,67482900
2022-12-20,8550,8650,8550,8575,41243700
2022-12-21,8600,8700,8575,8675,33617700
2022-12-22,8650,8675,8575,8575,59591500
2022-12-23,8525,8575,8500,8500,47393000
2022-12-26,8500,8625,8500,8575,20495900
2022-12-27,8600,8650,8575,8600,27193800
2022-12-28,8650,8650,8550,8650,40420200
2022-12-29,8525,8600,8500,8575,47020900
2022-12-30,8575,8650,8550,8550,44681400
2023-01-02,8575,8600,8500,8550,10653900
2023-01-03,8550,8600,8525,8550,27399100
2023-01-04,8525,8575,8350,8350,90918800
2023-01-05,8350,8375,8150,8250,128838500
2023-01-06,8100,8325,8100,8300,69286600
2023-01-09,8325,8450,8325,8450,86916900
2023-01-10,8400,8425,8150,8175,101759100
2023-01-11,8050,8150,8000,8125,96069100
2023-01-12,8150,8275,8125,8175,103804600
2023-01-13,8150,8175,8025,8050,119748200
2023-01-16,8050,8200,8050,8150,105710700
2023-01-17,8175,8375,8150,8325,88695900
2023-01-18,8200,8325,8175,8300,96814600
2023-01-19,8350,8350,8250,8325,66391800
2023-01-20,8275,8325,8250,8300,96859500
2023-01-24,8300,8350,8225,8225,42474500
2023-01-25,8300,8300,8200,8200,66124500
2023-01-26,8225,8475,8225,8475,77582300
2023-01-27,8700,8850,8550,8700,196804700
2023-01-30,8725,8775,8575,8700,68544300
2023-01-31,8625,8675,8475,8475,200589000
2023-02-01,8575,8575,8450,8500,77396200
2023-02-02,8425,8525,8400,8450,99109500
2023-02-03,8550,8700,8500,8700,71716700
2023-02-06,8750,8750,8650,8725,117757700
2023-02-07,8775,8850,8750,8850,116014700
2023-02-08,8825,8850,8800,8825,54495500
2023-02-09,8825,8900,8800,8900,72381700
2023-02-10,8875,8900,8700,8825,62060900
2023-02-13,8875,8900,8775,8875,63775000
2023-02-14,8850,8950,8825,8950,81678200
2023-02-15,8875,8900,8750,8875,38037000
2023-02-16,8825,8850,8700,8700,66040400
2023-02-17,8775,8850,8725,8725,43588900
2023-02-20,8725,8825,8700,8750,40077000
2023-02-21,8775,8800,8700,8700,25390500
2023-02-22,8700,8750,8625,8675,38671900
2023-02-23,8625,8750,8625,8725,53412300
2023-02-24,8775,8850,8675,8675,44123400
2023-02-27,8675,8775,8650,8775,59983900
2023-02-28,8775,8775,8675,8750,106349400
2023-03-01,8725,8750,8600,8600,67034700
2023-03-02,8600,8700,8600,8625,56672000
2023-03-03,8650,8675,8475,8475,95376900
2023-03-06,8550,8550,8400,8400,92652000
2023-03-07,8350,8475,8350,8425,106115600
2023-03-08,8400,8575,8400,8575,79350900
2023-03-09,8650,8650,8550,8575,54201400
2023-03-10,8500,8550,8450,8450,59580100
2023-03-13,8450,8625,8450,8550,82077700
2023-03-14,8425,8475,8325,8325,90495300
2023-03-15,8450,8475,8325,8325,86747400
2023-03-16,8300,8350,8250,8300,105894000
2023-03-17,8375,8450,8325,8375,198558600
2023-03-20,8400,8475,8375,8400,37277900
2023-03-21,8400,8500,8375,8500,91617400
2023-03-24,8700,8825,8625,8825,145603600
2023-03-27,8825,8825,8700,8700,110692800
2023-03-28,8800,8800,8675,8675,98296600
2023-03-29,8675,8800,8625,8800,101068200
2023-03-30,8900,8900,8800,8825,118912100
2023-03-31,8825,8850,8725,8750,97146900
2023-04-03,8825,8825,8750,8800,60288900
2023-04-04,8825,8825,8650,8775,60975800
2023-04-05,8775,8800,8725,8725,36922100
2023-04-06,8700,8775,8700,8750,45489400
2023-04-10,8725,8800,8700,8800,32996000
2023-04-11,8825,8825,8750,8825,44554300
2023-04-12,8900,8900,8825,8900,91903600
2023-04-13,8950,8950,8875,8925,51726500
2023-04-14,9000,9000,8950,9000,110354200
2023-04-17,9025,9050,8900,9025,83946900
2023-04-18,9050,9175,9025,9125,91178700
2023-04-26,9125,9200,9000,9200,186928200
2023-04-27,9100,9175,9075,9150,54842400
2023-04-28,9100,9125,9050,9050,145775300
2023-05-02,9100,9100,8900,9050,83645900
2023-05-03,9050,9050,8875,8925,83728800
2023-05-04,8925,9025,8875,9000,67565000
2023-05-05,9000,9050,8950,9000,64815100
2023-05-08,9000,9075,8950,9000,84754500
2023-05-09,8950,8975,8900,8925,40929600
2023-05-10,8925,8950,8900,8925,45322600
2023-05-11,8900,8900,8800,8825,81993900
2023-05-12,8750,8875,8725,8800,96525600
2023-05-15,8875,8875,8725,8775,64830300
2023-05-16,8800,8825,8700,8700,49497000
2023-05-17,8775,8850,8750,8775,69996100
2023-05-19,8900,9000,8825,9000,123592500
2023-05-22,9000,9075,8925,9000,91000000
2023-05-23,9050,9150,9025,9125,102980500
2023-05-24,9200,9200,9025,9025,77392900
2023-05-25,9100,9150,9050,9050,76325700
2023-05-26,9175,9200,9100,9150,55675900
2023-05-29,9250,9250,9075,9150,79148200
2023-05-30,9200,9325,9150,9250,97189500
