,y,PC1,PC2,PC3,PC4,PC5,PC6
0,0.1764069264069264,-1.014603800345336,0.051428412957749435,-0.08888400383077671,-1.1656741841300038,-0.12695006898403058,-0.3250771449040924
1,0.1829004329004329,-0.9302259001246493,-0.11651023011760837,-0.13947222584047334,-1.1320255337685081,-0.15718615738129882,-0.3068560801073737
2,0.17316017316017315,-0.9330130763065331,-0.1327498837835569,-0.1059135907693872,-1.117332672682098,-0.21731031487105865,-0.24884845799565591
3,0.15800865800865802,-0.9801847372986494,-0.08910621704776266,-0.10490074793709074,-1.1207691957324752,-0.21726814732764668,-0.21050668273622844
4,0.1764069264069264,-0.9506108681237931,-0.2820733786058592,-0.069428068659583,-1.061644482196088,-0.22422602685820922,-0.1895927528678405
5,0.22835497835497837,-0.8712442458969561,-0.5843477518145468,-0.03804515681477212,-1.003636034722917,-0.2361461285724832,-0.13449344876167157
6,0.21103896103896103,-0.8207239719111754,-0.5056681112443441,0.14939463384023213,-0.7358153385325373,-0.2939009343854311,-0.14679032396526995
7,0.2067099567099567,-0.8488622484079578,-0.49729542637231294,0.12973120798160417,-0.3322014989916675,-0.089077719893283,-0.34363530907709416
8,0.19805194805194806,-0.8276585465065934,-0.5744060295981643,0.2778353566835898,-0.1917889313882425,-0.14652062982481168,-0.35008650238969435
9,0.1774891774891775,-0.8595147947032657,-0.4510989110058173,0.2903514405125234,-0.13225152832846873,-0.11109780209475445,-0.32106823327066625
10,0.18073593073593072,-0.8695031424349945,-0.4369046985725274,0.30952186654640157,-0.08544695092409972,-0.0851754342969471,-0.3393693984704238
11,0.17424242424242425,-0.8876996002202727,-0.31561127654338883,0.3146311784447159,-0.06099366707407296,-0.08100942263637678,-0.3404903976195692
12,0.12121212121212122,-1.0338791815147848,0.43651911687958733,0.4328959567485449,-0.11855580224820181,-0.09556251739329111,-0.22132930246374702
13,0.16125541125541126,-1.0179392047667004,0.2024230604195193,0.3052552267091693,-0.15682370694837514,-0.015339181493137309,-0.24720452047648558
14,0.1461038961038961,-1.0110894605822145,0.3169724713895542,0.3803254971123574,-0.10574099986925074,-0.06651940166382336,-0.24229371682924222
15,0.1038961038961039,-1.0898217519444293,0.608685886941198,0.4163989531740079,-0.08359933236259835,-0.06662585007119046,-0.15481420616376398
16,0.10064935064935066,-1.1193917073356294,0.5242898561490383,0.345487238891245,-0.10869691010037812,-0.05066279522669626,-0.14289701518725317
17,0.09523809523809523,-1.1223079963907423,0.5911772413267478,0.3517977843315367,-0.07971557809876918,-0.09155499457433319,-0.1596832420349926
18,0.05194805194805195,-1.2070967249352147,0.775595209926665,0.2844227062421652,-0.15354571509332596,-0.1028167523211702,-0.13794669775323973
19,0.06060606060606061,-1.2507444013226574,0.7259486749388758,0.12869016093597122,-0.23791623946939686,-0.03456054548233565,-0.12787699080563913
20,0.032467532467532464,-1.3013285766883615,0.850501140606434,0.0594235624359108,-0.27507937962480616,-0.05496791748569944,-0.10171515590895384
21,0.0367965367965368,-1.3190085823447701,0.7799922413369946,0.04658303478902785,-0.26346291110357445,-0.003707162301300015,-0.08828201569904648
22,0.10606060606060606,-1.2056782556133256,0.1883134976509588,-0.11114862956943919,-0.32205448721227964,0.008227831532690626,-0.0830716190370934
23,0.11688311688311688,-1.141747123250319,0.05260355648964799,-0.10685651140448793,-0.24574992726277275,0.03613031367944089,-0.04903289225328497
24,0.13095238095238096,-1.0869466099267482,-0.1145558239729515,-0.09101872245524137,-0.20275919640901618,0.023385767489853156,0.005292759607194341
25,0.1461038961038961,-1.0331044024693508,-0.3518865559932052,-0.1937957246670393,-0.24227038196768275,0.06053979512310424,0.029911530248110763
26,0.12229437229437229,-1.0519879322316925,-0.20479414987643169,-0.09404698077774579,-0.1969706212455377,0.009904408270789039,0.11549298840188997
27,0.1331168831168831,-1.0491350816023857,-0.2899661723270714,-0.17619491356530942,-0.18219133233597085,0.03625744086347698,0.14666878205642223
28,0.11688311688311688,-1.0711391410787947,-0.24195600039725043,-0.19796334215754358,-0.20148554040364255,0.06897015388800364,0.14997913928452927
29,0.09307359307359307,-1.1291257775505885,-0.016837557470973364,-0.08215422859833839,-0.1376959726096028,0.03772432876903458,0.14068297389306714
30,0.05194805194805195,-1.2275848309406754,0.41080396930737056,0.08657430926819376,-0.07850260351437968,-0.024754701408379546,0.12544174931703855
31,0.022727272727272728,-1.3141734341763038,0.5566505347814555,0.06232254831271434,-0.14370951943191426,-0.025494039911260157,0.09858909520838892
32,0.0183982683982684,-1.356059975149674,0.5612823407770664,0.10609409679856072,-0.17610547981685873,-0.11297104004038111,0.05258695485020286
33,0.0,-1.399769638566641,0.734311466126322,0.16293088807432224,-0.22014305600211923,-0.18567287438331478,0.027345758521662458
34,0.0183982683982684,-1.4133499366340634,0.5677818803229246,0.10752423094546745,-0.24226896992828104,-0.1603494586149247,-0.025573418249104547
35,0.06277056277056277,-1.324547789235716,0.13092232930856634,0.011418333280359171,-0.23046494847703683,-0.10955159677692018,-0.03146807079093246
36,0.06168831168831169,-1.2994860989657833,0.1701973760289104,-0.02531136696022466,-0.1915350788933364,-0.013819427680725804,0.03349209204694793
37,0.1331168831168831,-1.1572540209156454,-0.5166951321715029,-0.19758004968566042,-0.24898581228744807,0.06034032422363932,0.11904197514489477
38,0.11038961038961038,-1.1587840258907192,-0.31759637638130694,-0.1311997316943174,-0.21245825926333786,-0.10954398904779923,0.17357125419380448
39,0.1471861471861472,-1.1083646210987286,-0.5040346969720768,-0.19114943583893368,-0.21235579476230595,-0.131161275940938,0.10310399139494171
40,0.23809523809523808,-0.9847966529980691,-0.8714921799244763,-0.08000385368884042,-0.44708653207911303,-0.23901623675598135,0.18107043921919824
41,0.24025974025974026,-0.9173883958417582,-0.7260720945129027,0.098195579813939,-0.4716193676190911,-0.32515215961535515,0.28516885980488277
42,0.2261904761904762,-0.9197829701353786,-0.6942276397050499,0.18299788956579072,-0.417915131308178,-0.330421813667623,0.30066043813846943
43,0.26406926406926406,-0.8498785108416927,-0.9338290905449492,0.22938256884765937,-0.4423747675792817,-0.3409920809442965,0.28293002274942614
44,0.2435064935064935,-0.8247050171190161,-0.8484170979198429,0.3102734715065709,-0.3125818347525371,-0.36285359256457067,0.18341564778352581
45,0.24242424242424243,-0.8498738165005711,-0.8863132053428963,0.38540310898202856,-0.24387016823038124,-0.34501658760540144,0.14567964194536318
46,0.21645021645021645,-0.8728916246307772,-0.7240710882108731,0.40069393500726685,-0.10128816805393102,-0.27209127900711655,0.029396899944054092
47,0.21428571428571427,-0.8910702598999073,-0.7145549231887476,0.4297627232128866,-0.04747596691303501,-0.20716044226688282,0.0175290703589372
48,0.1774891774891775,-0.9253133953289456,-0.4574522246233972,0.4547883272180375,0.07370756362843466,-0.17765667160988002,-0.06111333497706996
49,0.23376623376623376,-0.8854114007104467,-0.6891399367348079,0.31061625753295546,0.11957615463507983,-0.07594560592843556,-0.17238123075400325
50,0.22510822510822512,-0.8673776017756044,-0.5954864674097446,0.35392234045299203,0.14221799735693402,-0.10040780809147548,-0.18580123687237607
51,0.1958874458874459,-0.9320224322081002,-0.22790253663104645,0.4054888453058343,0.15724426978414333,-0.09136056155389441,-0.16049697173126296
52,0.1937229437229437,-0.9724823182291242,-0.10279244731917347,0.35033661427336743,0.11735880105872422,-0.0768263631275476,-0.17399662647975842
53,0.18614718614718614,-1.0054202985736977,0.19722251784476455,0.39807900355251563,0.16265978423522848,-0.07959272390748047,-0.1923815646521963
54,0.20346320346320346,-1.0102855968791293,0.212857752417982,0.29058036661222514,0.12216706752438712,-0.014233134856928132,-0.20046061580378358
55,0.22186147186147187,-0.9638393330094279,0.037587272391217876,0.13816066342578104,0.10213287493279238,0.04128711498906798,-0.23178052691744466
56,0.2261904761904762,-0.9379133574984473,-0.04792537547007607,0.1560438171462511,0.0928442195966159,0.02207390144332412,-0.21774784745466108
57,0.20887445887445888,-0.972041965078245,0.23414617979021174,0.13599060754295444,0.07652413795435269,0.04811450715535131,-0.1719121201630653
58,0.21536796536796537,-0.9607769551176272,0.01760244760886145,-0.007784235623959774,0.05447362301462689,0.10256619875733941,-0.19015822071004526
59,0.2196969696969697,-0.9188284888175292,-0.17440277138545365,-0.06912872461562955,0.040009265406950184,0.09805553404763176,-0.21822767841598414
60,0.24242424242424243,-0.8436273032178523,-0.7034907757515927,-0.19621896663877997,-0.007828150465980569,0.09670024164387821,-0.22144085949081563
61,0.25757575757575757,-0.8036815611092636,-0.7573561683818799,-0.14844915112999968,-0.02155080164806231,0.07975892936239738,-0.16964517451973507
62,0.25757575757575757,-0.7757933704661814,-0.7218009699743771,-0.013569555157580961,0.0375050227713422,-0.000936504130949217,-0.11645708459005598
63,0.27164502164502163,-0.7492282088074677,-0.8324924981798902,-0.09882660474601634,0.02129330508478559,0.04651585048166954,-0.058825587804231916
64,0.28354978354978355,-0.7144118790807705,-0.8571337542937162,-0.06252573352094233,0.03503942739918475,0.030679668477841794,0.00938125308071756
65,0.329004329004329,-0.6502042717059715,-0.9381714915794199,0.17084049635383028,0.02495530902456456,-0.13191859084769464,0.11894853799356091
66,0.30735930735930733,-0.6491167559270489,-0.6982946664315758,0.21069465805751952,0.045004911039379085,-0.12321672413083273,0.16400177529759544
67,0.329004329004329,-0.6162237523401186,-0.8946697811986865,0.18902656266693482,0.038356191447359876,-0.1282525658694898,0.1168188343973028
68,0.3235930735930736,-0.6022528807782513,-0.8000741767295346,0.19096735069733095,0.06002836018070189,-0.12543346751990966,0.09723293080749033
