&y&y(t)&&&&
249&6000&6065.001791&&299&6045&6055.002379\\
250&6305&6000.001791&&300&6025&6045.001791\\
251&6280&6305.001803&&301&6025&6025.002381\\
252&6275&6280.001791&&302&6100&6025.002381\\
253&6270&6275.001791&&303&6110&6100.002381\\
254&6235&6270.001791&&304&6055&6110.002381\\
255&6165&6235.001803&&305&6065&6055.001852\\
256&6215&6165.001791&&306&6015&6065.001852\\
257&6390&6215.001803&&307&6020&6015.002381\\
258&6285&6390.001791&&308&6170&6020.002381\\
259&6405&6285.001803&&309&6045&6170.002379\\
260&6320&6405.001791&&310&5990&6045.001791\\
261&6410&6320.001791&&311&6115&5990.002381\\
262&6405&6410.001791&&312&6110&6115.002381\\
263&6390&6405.001803&&313&6005&6110.001791\\
264&6400&6390.001791&&314&6010&6005.001852\\
265&6425&6400.001803&&315&6155&6010.002381\\
266&6425&6425.001803&&316&6035&6155.002381\\
267&6400&6425.001803&&317&6005&6035.002381\\
268&6420&6400.002379&&318&6005&6005.002381\\
269&6480&6420.001791&&319&5980&6005.002381\\
270&6500&6480.002379&&320&6040&5980.002379\\
271&6390&6500.001791&&321&5970&6040.002381\\
272&6345&6390.002379&&322&5960&5970.002379\\
273&6380&6345.001791&&323&6145&5960.002381\\
274&6360&6380.002379&&324&6120&6145.001791\\
275&6325&6360.001791&&325&6300&6120.001791\\
276&6355&6325.001791&&326&6160&6300.001791\\
277&6270&6355.001791&&327&6200&6160.002381\\
278&6340&6270.001791&&328&6300&6200.002379\\
279&6375&6340.002381&&329&6300&6300.001791\\
280&6465&6375.002381&&330&6410&6300.002379\\
281&6600&6465.001791&&331&6420&6410.002379\\
282&6580&6600.002381&&332&6600&6420.002379\\
283&6530&6580.002381&&333&6600&6600.002379\\
284&6430&6530.001791&&334&6600&6600.002379\\
285&6530&6430.002379&&335&6590&6600.002379\\
286&6620&6530.001791&&336&6600&6590.002379\\
287&6470&6620.001791&&337&6600&6600.002381\\
288&6410&6470.001791&&338&6560&6600.002381\\
289&6470&6410.001791&&339&6510&6560.002379\\
290&6385&6470.002381&&340&6565&6510.002379\\
291&6330&6385.002381&&341&6550&6565.002381\\
292&6325&6330.002381&&342&6565&6550.002381\\
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
343&6540&6565.002381&&393&7525&7674.998203\\
344&6600&6540.002381&&394&7500&7524.998202\\
345&6575&6600.001788&&395&7475&7499.998203\\
346&6570&6575.002381&&396&7575&7474.998203\\
347&6440&6570.002381&&397&7400&7574.998202\\
348&6570&6440.001791&&398&7425&7399.998203\\
349&6520&6570.002381&&399&7475&7424.998203\\
350&6555&6520.002381&&400&7475&7474.998204\\
351&6545&6555.001803&&401&7475&7474.997611\\
352&6495&6545.001850&&402&7425&7474.998202\\
353&6500&6495.001788&&403&7275&7424.997611\\
354&6520&6500.001791&&404&7400&7274.998202\\
355&6585&6520.001791&&405&7275&7399.997673\\
356&6490&6585.002381&&406&7300&7274.998202\\
357&6555&6490.001791&&407&7500&7299.998203\\
358&6580&6555.001791&&408&7375&7499.998203\\
359&6585&6580.001850&&409&7350&7374.998203\\
360&6580&6585.001850&&410&7350&7349.997625\\
361&6520&6580.001850&&411&7425&7349.997674\\
362&6580&6520.001791&&412&7350&7424.997673\\
363&7000&6580.001850&&413&7375&7349.997674\\
364&6760&7000.001852&&414&7300&7374.998203\\
365&6960&6760.001791&&415&7300&7299.998203\\
366&6945&6960.002380&&416&7300&7299.998203\\
367&7180&6945.001852&&417&7275&7299.998202\\
368&7160&7180.002379&&418&7500&7274.998203\\
369&7290&7160.001788&&419&7375&7499.998203\\
370&7255&7289.997674&&420&7375&7374.998203\\
371&7320&7254.997625&&421&7325&7374.997673\\
372&7525&7319.998202&&422&7300&7324.997674\\
373&7750&7524.998202&&423&7300&7299.998202\\
374&7650&7749.998203&&424&7350&7299.998203\\
375&7525&7649.997625&&425&7350&7349.997674\\
376&7500&7524.997625&&426&7300&7349.997674\\
377&7400&7499.997625&&427&7300&7299.998203\\
378&7525&7399.997611&&428&7325&7299.998203\\
379&7525&7524.998202&&429&7400&7324.998202\\
380&7525&7524.998204&&430&7450&7399.998202\\
381&7450&7524.997611&&431&7475&7449.998203\\
382&7375&7449.997674&&432&7650&7474.998202\\
383&7475&7374.998203&&433&7600&7649.998203\\
384&7400&7474.998203&&434&7700&7599.998202\\
385&7300&7399.998203&&435&7700&7699.997673\\
386&7350&7299.997611&&436&7700&7699.997673\\
387&7375&7349.997625&&437&7850&7699.997673\\
388&7450&7374.998203&&438&7750&7849.998202\\
389&7575&7449.997674&&439&7675&7749.997674\\
390&7675&7574.998202&&440&7675&7674.998202\\
391&7650&7674.998203&&441&7775&7674.998202\\
392&7675&7649.997611&&442&7950&7774.998202\\
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
443&7800&7949.997674&&493&7750&7749.998204\\
444&7775&7799.998202&&494&7850&7749.998204\\
445&7700&7774.998202&&495&7725&7849.998202\\
446&7800&7699.997674&&496&7800&7724.998204\\
447&7775&7799.998202&&497&7800&7799.998204\\
448&7625&7774.998202&&498&7700&7799.997674\\
449&7800&7624.998202&&499&7700&7699.998204\\
450&7725&7799.998202&&500&7625&7699.998204\\
451&7725&7724.998202&&501&7650&7624.998204\\
452&7800&7724.998202&&502&7925&7649.998204\\
453&7725&7799.998204&&503&7875&7924.998202\\
454&7950&7724.998202&&504&8000&7874.998204\\
455&7750&7949.997674&&505&8125&7999.998204\\
456&7825&7749.998202&&506&8200&8124.998202\\
457&7700&7824.998202&&507&8125&8199.998204\\
458&7875&7699.998202&&508&7600&8124.998202\\
459&7975&7874.998202&&509&7525&7599.998202\\
460&7900&7974.998202&&510&7650&7524.997674\\
461&7925&7899.998202&&511&7275&7649.998204\\
462&7950&7924.998202&&512&7325&7274.998204\\
463&7900&7949.997674&&513&7400&7324.998202\\
464&8050&7899.997674&&514&7575&7399.998204\\
465&8000&8049.998202&&515&7450&7574.998202\\
466&8050&7999.998202&&516&7400&7449.997674\\
467&8050&8049.997674&&517&7375&7399.998204\\
468&7975&8049.997674&&518&7350&7374.998204\\
469&7900&7974.997674&&519&7375&7349.997674\\
470&7700&7899.997674&&520&7575&7374.998202\\
471&7650&7699.998202&&521&7575&7574.998202\\
472&7850&7649.998204&&522&7750&7574.997674\\
473&7925&7849.998204&&523&7575&7749.997674\\
474&7950&7924.997674&&524&7600&7574.997674\\
475&8075&7949.998202&&525&7450&7599.998202\\
476&8150&8074.998204&&526&7375&7449.997674\\
477&8200&8149.998204&&527&7600&7374.998202\\
478&8000&8199.998204&&528&7500&7599.997674\\
479&7900&7999.997674&&529&7350&7499.998204\\
480&7900&7899.998204&&530&7350&7349.997674\\
481&7925&7899.998204&&531&7400&7349.998204\\
482&7900&7924.997674&&532&7325&7399.998204\\
483&7925&7899.998204&&533&7575&7324.998202\\
484&7950&7924.998204&&534&7500&7574.997674\\
485&7900&7949.998202&&535&7625&7499.997611\\
486&7850&7899.997674&&536&7650&7624.998202\\
487&7875&7849.998204&&537&7500&7649.998202\\
488&7975&7874.997674&&538&7525&7499.998204\\
489&7925&7974.998202&&539&7475&7524.998204\\
490&7900&7924.998204&&540&7350&7474.997611\\
491&7900&7899.998202&&541&7300&7349.997611\\
492&7750&7899.998204&&542&7275&7299.998204\\
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
543&7250&7274.998204&&593&8375&8349.997625\\
544&7250&7249.997674&&594&8375&8374.998204\\
545&7050&7249.997674&&595&8525&8374.998204\\
546&7250&7050.002380&&596&8500&8524.998204\\
547&7300&7249.997674&&597&8750&8499.998202\\
548&7100&7299.997674&&598&8450&8749.997611\\
549&7150&7100.001850&&599&8650&8449.998204\\
550&7125&7150.001788&&600&8550&8649.998204\\
551&7175&7125.002381&&601&8475&8549.998204\\
552&7000&7175.002381&&602&8475&8474.998202\\
553&7025&7000.001852&&603&8375&8474.998202\\
554&7000&7025.001788&&604&8425&8374.998204\\
555&7150&7000.001803&&605&8300&8424.997674\\
556&7175&7150.001788&&606&8325&8299.997611\\
557&7400&7175.002381&&607&8375&8324.998202\\
558&7400&7399.998204&&608&8550&8374.997611\\
559&7325&7399.998204&&609&8500&8549.997611\\
560&7300&7324.998202&&610&8550&8499.998204\\
561&7300&7299.997674&&611&8450&8549.998204\\
562&7325&7299.997611&&612&8425&8449.998204\\
563&7350&7324.998202&&613&8200&8424.997674\\
564&7350&7349.997611&&614&8300&8199.997625\\
565&7500&7349.998204&&615&8250&8299.998204\\
566&7600&7499.998204&&616&8325&8249.998202\\
567&7625&7599.998204&&617&8275&8324.998204\\
568&7800&7624.998204&&618&8250&8274.998202\\
569&7875&7799.997674&&619&8250&8249.998202\\
570&7875&7874.998202&&620&8300&8249.998202\\
571&7900&7874.998204&&621&8275&8299.998204\\
572&7900&7899.998204&&622&8500&8274.998204\\
573&7950&7899.997611&&623&8650&8499.998204\\
574&7925&7949.998204&&624&8900&8649.998204\\
575&7950&7924.998204&&625&8700&8899.998204\\
576&7975&7949.998204&&626&8550&8699.998204\\
577&8000&7974.998204&&627&8700&8549.998202\\
578&7900&7999.997625&&628&8750&8699.998204\\
579&8000&7899.998202&&629&8800&8749.998204\\
580&7900&7999.997625&&630&8800&8799.998202\\
581&7950&7899.998202&&631&8750&8799.997674\\
582&8075&7949.997625&&632&8800&8749.998204\\
583&8000&8074.998202&&633&8775&8799.997674\\
584&8150&7999.997625&&634&8850&8774.997611\\
585&8175&8149.998204&&635&8750&8849.997674\\
586&8200&8174.997611&&636&8875&8749.998202\\
587&8150&8199.997625&&637&8800&8874.997674\\
588&8225&8149.998204&&638&8850&8799.997674\\
589&8275&8224.997625&&639&8750&8849.997674\\
590&8275&8274.997611&&640&8800&8749.997611\\
591&8375&8274.998202&&641&8600&8799.998204\\
592&8350&8374.998204&&642&8725&8599.997611\\
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
643&8825&8724.998202&&693&8700&8699.997674\\
644&8725&8824.997674&&694&8475&8699.997674\\
645&8900&8724.998202&&695&8500&8474.997625\\
646&8875&8899.997674&&696&8450&8499.997625\\
647&9000&8874.997674&&697&8700&8449.997611\\
648&8975&8999.997611&&698&8725&8699.997625\\
649&9025&8974.998204&&699&8850&8724.997674\\
650&8975&9024.997674&&700&8825&8849.997625\\
651&9300&8974.998204&&701&8900&8824.997611\\
652&9000&9299.998204&&702&8825&8899.997611\\
653&8900&8999.997674&&703&8875&8824.997625\\
654&8775&8899.998204&&704&8950&8874.997625\\
655&8675&8774.997674&&705&8875&8949.997625\\
656&8450&8674.998204&&706&8700&8874.997625\\
657&8500&8449.997674&&707&8725&8699.998203\\
658&8575&8499.997674&&708&8750&8724.997674\\
659&8700&8574.997625&&709&8700&8749.997625\\
660&8700&8699.998202&&710&8675&8699.998203\\
661&8625&8699.997625&&711&8725&8674.997625\\
662&8500&8624.998204&&712&8675&8724.998203\\
663&8600&8499.997625&&713&8775&8674.998203\\
664&8650&8599.997625&&714&8750&8774.997625\\
665&8575&8649.997611&&715&8600&8749.997625\\
666&8675&8574.997611&&716&8625&8599.998203\\
667&8575&8674.997611&&717&8475&8624.998203\\
668&8500&8574.997625&&718&8400&8474.998203\\
669&8575&8499.997625&&719&8425&8399.997625\\
670&8600&8574.997625&&720&8575&8424.997625\\
671&8650&8599.997625&&721&8575&8574.997625\\
672&8575&8649.997625&&722&8450&8574.998203\\
673&8550&8574.997625&&723&8550&8449.997625\\
674&8550&8549.997611&&724&8325&8549.997625\\
675&8550&8549.997625&&725&8325&8324.997625\\
676&8350&8549.997625&&726&8300&8324.998204\\
677&8250&8349.997611&&727&8375&8299.998203\\
678&8300&8249.997625&&728&8400&8374.998204\\
679&8450&8299.997611&&729&8500&8399.998203\\
680&8175&8449.997611&&730&8825&8499.998204\\
681&8125&8174.997611&&731&8700&8824.998204\\
682&8175&8124.998202&&732&8675&8699.998204\\
683&8050&8174.998202&&733&8800&8674.998204\\
684&8150&8049.997625&&734&8825&8799.998204\\
685&8325&8149.997625&&735&8750&8824.998203\\
686&8300&8324.997611&&736&8800&8749.998204\\
687&8325&8299.997611&&737&8775&8799.998204\\
688&8300&8324.997611&&738&8725&8774.998204\\
689&8225&8299.997625&&739&8750&8724.998204\\
690&8200&8224.997625&&740&8800&8749.998204\\
691&8475&8199.997625&&741&8825&8799.998203\\
692&8700&8474.998202&&742&8900&8824.998204\\
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
&&&&&&
743&8925&8899.998204&&&&\\
744&9000&8924.998203&&&&\\
745&9025&8999.998204&&&&\\
746&9125&9024.998204&&&&\\
747&9200&9124.998204&&&&\\
748&9150&9199.998203&&&&\\
749&9050&9149.998204&&&&\\
750&9050&9049.998204&&&&\\
751&8925&9049.998203&&&&\\
752&9000&8924.998204&&&&\\
753&9000&8999.998202&&&&\\
754&9000&8999.998204&&&&\\
755&8925&8999.998202&&&&\\
756&8925&8924.998203&&&&\\
757&8825&8924.998202&&&&\\
758&8800&8824.998202&&&&\\
759&8775&8799.998203&&&&\\
760&8700&8774.998203&&&&\\
761&8775&8699.998203&&&&\\
762&9000&8774.998203&&&&\\
763&9000&8999.998203&&&&\\
764&9125&8999.998203&&&&\\
765&9025&9124.998203&&&&\\
766&9050&9024.997674&&&&\\
767&9150&9049.998204&&&&\\
768&9150&9149.998203&&&&\\
769&9250&9149.998203&&&&\\
