&y&PC1&PC2&PC3&PC4&PC5&PC6
60&0.219697&-0.918828&-0.174403&0.069129&-0.040009&0.098056&0.218228
61&0.242424&-0.843627&-0.703491&0.196219&0.007828&0.096700&0.221441
62&0.257576&-0.803682&-0.757356&0.148449&0.021551&0.079759&0.169645
63&0.257576&-0.775793&-0.721801&0.013570&-0.037505&-0.000937&0.116457
64&0.271645&-0.749228&-0.832492&0.098827&-0.021293&0.046516&0.058826
65&0.283550&-0.714412&-0.857134&0.062526&-0.035039&0.030680&-0.009381
66&0.329004&-0.650204&-0.938171&-0.170840&-0.024955&-0.131919&-0.118949
67&0.307359&-0.649117&-0.698295&-0.210695&-0.045005&-0.123217&-0.164002
68&0.329004&-0.616224&-0.894670&-0.189027&-0.038356&-0.128253&-0.116819
69&0.323593&-0.602253&-0.800074&-0.190967&-0.060028&-0.125433&-0.097233
70&0.329004&-0.599701&-0.822619&-0.147401&-0.091367&-0.072378&-0.059763
71&0.318182&-0.607259&-0.690343&-0.165566&-0.123989&-0.071948&-0.010990
72&0.324675&-0.597893&-0.767368&-0.176084&-0.150015&-0.071622&0.029551
73&0.311688&-0.627419&-0.570145&-0.193678&-0.192650&-0.025907&0.069800
74&0.316017&-0.617455&-0.596853&-0.169820&-0.231769&0.019140&0.106408
75&0.329004&-0.589824&-0.700519&-0.119440&-0.247342&0.063990&0.131015
76&0.324675&-0.584577&-0.589784&-0.142285&-0.266712&0.076263&0.129999
77&0.329004&-0.581102&-0.618775&-0.087419&-0.243678&0.123551&0.113794
78&0.307359&-0.637290&-0.171927&-0.168353&-0.259134&0.120647&0.081585
79&0.307359&-0.674993&-0.001192&-0.204578&-0.260294&0.118792&0.043183
80&0.325758&-0.623378&-0.337352&0.051824&-0.165583&0.218926&0.091170
81&0.314935&-0.634929&-0.109684&-0.094087&-0.209951&0.162989&0.063169
82&0.337662&-0.571958&-0.633561&0.165115&-0.108082&0.245180&0.085948
83&0.313853&-0.625306&-0.243030&0.084397&-0.101792&0.282331&-0.009123
84&0.331169&-0.556608&-0.546993&0.164351&-0.107487&0.301891&-0.006318
85&0.330087&-0.551422&-0.534418&0.173381&-0.119934&0.319340&-0.043690
86&0.341991&-0.515533&-0.641404&0.160731&-0.114133&0.290394&-0.057846
87&0.324675&-0.545355&-0.355426&0.065297&-0.144402&0.269344&-0.063329
88&0.311688&-0.594532&-0.107094&0.052267&-0.154167&0.279498&-0.067785
89&0.323593&-0.576272&-0.269554&0.173509&-0.140748&0.305488&-0.040190
90&0.341991&-0.524618&-0.573662&0.275425&-0.120366&0.302792&-0.037789
91&0.350649&-0.485943&-0.702913&0.275004&-0.111391&0.293167&-0.041083
92&0.373377&-0.439437&-0.807178&0.172460&-0.100821&0.224034&-0.081950
93&0.363636&-0.427812&-0.656450&0.071053&-0.121822&0.191491&-0.113396
94&0.357143&-0.445696&-0.519774&0.113127&-0.119207&0.221819&-0.120564
95&0.353896&-0.452620&-0.485495&0.093561&-0.127167&0.198831&-0.115172
96&0.364719&-0.437362&-0.574403&0.165562&-0.095266&0.231748&-0.085789
97&0.359307&-0.440632&-0.418571&0.004073&-0.155156&0.164453&-0.085760
98&0.415584&-0.365091&-0.833936&0.108430&-0.067867&0.164982&-0.073524
99&0.392857&-0.370026&-0.516041&-0.004734&-0.108029&0.158798&-0.079978
100&0.345238&-0.478863&0.161985&-0.174625&-0.140222&0.136539&-0.148812
101&0.398268&-0.409204&-0.551118&0.047426&-0.075778&0.168818&-0.046777
102&0.379870&-0.396448&-0.302438&-0.094402&-0.114309&0.123160&-0.044420
103&0.393939&-0.392190&-0.450264&-0.000472&-0.076600&0.184455&-0.064688
104&0.367965&-0.450666&-0.010791&-0.119782&-0.102170&0.201386&-0.123043
105&0.347403&-0.513973&0.355679&-0.240305&-0.127355&0.195080&-0.184137
106&0.358225&-0.496543&0.204787&-0.145388&-0.102272&0.225305&-0.166657
107&0.338745&-0.548163&0.529307&-0.241285&-0.102999&0.203706&-0.214986
108&0.244589&-0.673657&0.847479&-0.246664&0.104269&0.135455&-0.267471
109&0.265152&-0.706310&0.469730&-0.087077&0.318160&0.223281&-0.340112
110&0.296537&-0.623298&0.249349&0.013034&0.278726&0.242361&-0.236839
111&0.255411&-0.687912&0.517001&-0.064656&0.274093&0.173596&-0.285759
112&0.231602&-0.785519&0.717116&-0.041218&0.329109&0.132078&-0.230808
113&0.232684&-0.811322&0.727785&0.013368&0.339015&0.148186&-0.121379
114&0.205628&-0.868511&0.845762&-0.017392&0.407032&0.089453&-0.127931
115&0.200216&-0.903642&0.931109&0.073741&0.382670&0.122934&-0.027900
116&0.166667&-0.976295&0.990786&0.121870&0.407275&0.111450&0.031213
117&0.178571&-0.977661&0.893657&0.158887&0.353591&0.137040&0.131569
118&0.165584&-1.007388&0.922301&0.150803&0.399980&0.117232&0.144158
119&0.201299&-0.953671&0.625291&0.174444&0.396869&0.129295&0.121431
120&0.180736&-0.947968&0.709589&0.108352&0.284394&0.116926&0.118918
121&0.178571&-0.969639&0.699367&0.119184&0.241569&0.129190&0.126676
122&0.160173&-1.006185&0.809643&0.061105&0.200206&0.074912&0.169591
123&0.192641&-0.966730&0.495570&0.131744&0.163183&0.105642&0.237392
124&0.178571&-0.992156&0.644604&0.131973&0.154603&0.144986&0.208535
125&0.181818&-0.973894&0.463059&0.136700&0.127400&0.148383&0.209269
126&0.220779&-0.863117&-0.136440&0.232096&0.209736&0.134453&0.183092
127&0.232684&-0.800513&-0.592818&0.355987&0.260847&0.181030&0.178832
128&0.238095&-0.744776&-0.651893&0.178076&0.195915&0.102399&0.102920
129&0.237013&-0.739311&-0.650793&0.149504&0.178278&0.124137&0.036875
130&0.254329&-0.683500&-0.805344&0.024804&0.151713&0.029715&0.001745
131&0.254329&-0.687564&-0.772292&0.060822&0.139049&0.080366&-0.021162
132&0.264069&-0.651551&-0.884818&-0.001516&0.094305&0.068667&-0.026501
133&0.239177&-0.702571&-0.492313&-0.047950&0.040853&0.098697&-0.074883
134&0.233766&-0.726687&-0.418568&-0.053328&-0.031164&0.116152&-0.073628
135&0.264069&-0.664768&-0.812042&0.088992&-0.079913&0.174963&0.041858
136&0.243506&-0.676044&-0.544863&-0.039615&-0.159314&0.131694&0.013040
137&0.238095&-0.702098&-0.417673&-0.001545&-0.170748&0.165231&-0.008361
138&0.242424&-0.705769&-0.462412&0.001156&-0.158893&0.199417&0.002842
139&0.235931&-0.716472&-0.231793&-0.092764&-0.201134&0.171626&-0.014125
140&0.245671&-0.713257&-0.369042&0.039937&-0.164437&0.244878&-0.023512
141&0.240260&-0.748132&0.018818&-0.102708&-0.195919&0.216220&-0.074866
142&0.246753&-0.733609&-0.135097&0.033066&-0.140797&0.327146&-0.108686
143&0.261905&-0.648437&-0.614997&0.200838&-0.100272&0.375336&-0.057527
144&0.246753&-0.716366&0.002118&-0.005196&-0.160825&0.345853&-0.153019
145&0.318182&-0.582435&-0.780777&0.092868&0.018745&0.267556&-0.187478
146&0.350649&-0.506789&-0.890031&0.031191&0.139949&0.234321&-0.239348
147&0.347403&-0.479613&-0.712480&-0.153355&0.125107&0.149689&-0.266916
148&0.389610&-0.414163&-0.839139&-0.270671&0.226886&0.015480&-0.309953
149&0.402597&-0.371403&-0.902981&-0.269061&0.296353&0.011686&-0.247968
150&0.376623&-0.413901&-0.691828&-0.331803&0.270255&-0.004834&-0.197561
151&0.370130&-0.425268&-0.630869&-0.347171&0.239671&0.008890&-0.146752
152&0.389610&-0.381680&-0.766552&-0.323042&0.201213&0.035892&-0.064193
153&0.404762&-0.339171&-0.886356&-0.323753&0.183594&0.064411&-0.045417
154&0.409091&-0.310227&-0.909354&-0.308630&0.039773&0.163343&0.035714
155&0.418831&-0.287870&-0.942382&-0.354698&0.004911&0.195194&0.023598
156&0.415584&-0.260295&-0.933274&-0.428429&-0.058149&0.184624&0.049127
157&0.415584&-0.262647&-0.882981&-0.384028&-0.082501&0.267099&0.074736
158&0.408009&-0.269693&-0.801703&-0.414665&-0.092657&0.254114&0.098054
159&0.374459&-0.359680&-0.311781&-0.437947&-0.046875&0.252701&0.039028
160&0.389610&-0.394168&-0.282534&-0.351630&-0.042474&0.321889&0.114389
161&0.369048&-0.441876&0.216735&-0.498867&-0.070529&0.259831&0.094554
162&0.330087&-0.553073&0.528120&-0.387960&0.146540&0.230705&-0.030637
163&0.371212&-0.498221&0.054657&-0.148269&0.141620&0.306002&0.134829
164&0.383117&-0.434335&-0.108074&-0.122556&0.134977&0.301762&0.169017
165&0.385281&-0.411800&-0.154639&-0.129834&0.105816&0.289446&0.147612
166&0.370130&-0.453438&0.075637&-0.141871&0.074870&0.314888&0.120132
167&0.398268&-0.387556&-0.264081&0.037929&0.103342&0.339876&0.138179
168&0.391775&-0.403432&-0.158458&0.054674&0.084428&0.374727&0.109559
169&0.410173&-0.351060&-0.392780&0.154457&0.148621&0.377402&0.058981
170&0.444805&-0.290217&-0.598245&0.113994&0.217169&0.333958&-0.050423
171&0.463203&-0.215030&-0.736231&0.057965&0.242627&0.295398&-0.127194
172&0.456710&-0.227108&-0.563938&-0.013950&0.180511&0.317731&-0.181064
173&0.491342&-0.139256&-0.853685&-0.062943&0.202071&0.285578&-0.224620
174&0.488095&-0.118028&-0.778348&-0.152011&0.165280&0.261953&-0.280583
175&0.458874&-0.158663&-0.529013&-0.215404&0.128752&0.253672&-0.299664
176&0.465368&-0.138473&-0.618511&-0.303762&0.028878&0.190890&-0.179450
177&0.440476&-0.208519&-0.260258&-0.330783&-0.011464&0.211398&-0.123553
178&0.442641&-0.198671&-0.245007&-0.308602&-0.053429&0.223343&-0.049076
179&0.454545&-0.196652&-0.337334&-0.240276&-0.081025&0.271760&0.033341
180&0.451299&-0.191695&-0.280846&-0.313642&-0.118446&0.237408&0.048913
181&0.452381&-0.194304&-0.254407&-0.272344&-0.098000&0.275245&0.034246
182&0.466450&-0.165138&-0.336877&-0.283527&-0.102286&0.270526&0.045206
183&0.521645&-0.059144&-0.831725&-0.118562&0.030113&0.305260&0.017952
184&0.490260&-0.091300&-0.375088&-0.212197&0.007313&0.323561&-0.055760
185&0.494589&-0.087879&-0.393621&-0.147403&0.037078&0.348726&-0.055975
186&0.512987&-0.030957&-0.660597&-0.119812&0.086635&0.316831&-0.014089
187&0.576840&0.057385&-0.841606&-0.182539&0.229109&0.260685&-0.101694
188&0.536797&0.026515&-0.417495&-0.261009&0.183290&0.255160&-0.111084
189&0.528139&0.006627&-0.373997&-0.327064&0.143623&0.214280&-0.089889
190&0.506494&-0.060865&-0.125649&-0.320395&0.125173&0.238701&-0.044209
191&0.492424&-0.082076&0.005964&-0.349566&0.076030&0.242381&-0.008890
192&0.528139&-0.050311&-0.282356&-0.239669&0.066690&0.291465&0.018432
193&0.522727&-0.024681&-0.205008&-0.278232&0.047159&0.303251&-0.017065
194&0.522727&-0.001349&-0.206062&-0.276872&0.021957&0.274282&-0.024686
195&0.518398&-0.001074&-0.111578&-0.250690&-0.008358&0.278012&0.015235
196&0.519481&-0.044107&0.025295&-0.254535&-0.017132&0.245984&0.016014
197&0.509740&-0.060744&0.216394&-0.192637&-0.076498&0.306111&0.049960
198&0.463203&-0.178944&0.724392&-0.381905&-0.072869&0.215457&-0.013251
199&0.456710&-0.208619&0.647770&-0.223803&0.013453&0.256852&-0.003366
200&0.480519&-0.174610&0.412839&-0.138368&0.057812&0.274823&-0.001829
201&0.450216&-0.230963&0.811960&-0.114717&0.115258&0.279935&-0.068986
202&0.463203&-0.224489&0.476077&0.000322&0.138480&0.310578&-0.055996
203&0.458874&-0.189548&0.489730&-0.033301&0.106337&0.254068&-0.029194
204&0.464286&-0.172809&0.412885&-0.029039&0.067984&0.224494&0.000875
205&0.470779&-0.169011&0.322873&-0.026815&0.037237&0.185099&0.046059
206&0.483766&-0.163256&0.242746&0.083614&0.022379&0.250512&0.085933
207&0.484848&-0.135598&0.228706&0.106974&-0.024004&0.258700&0.093265
208&0.497835&-0.119961&0.092068&0.154290&0.010471&0.237940&0.058666
209&0.484848&-0.122825&0.126207&0.159391&-0.004519&0.237615&0.067154
210&0.476190&-0.145624&0.199428&0.104878&-0.025960&0.216809&0.043697
211&0.458874&-0.185739&0.259290&0.090820&-0.024747&0.226895&0.028379
212&0.489177&-0.101650&-0.243619&0.170312&-0.035971&0.213876&0.061750
213&0.480519&-0.107459&-0.152604&0.087436&-0.074376&0.195277&0.026117
214&0.444805&-0.206953&0.414215&-0.035470&-0.065654&0.182734&-0.047721
215&0.464286&-0.169038&0.064410&-0.017413&-0.070472&0.148958&0.004497
216&0.456710&-0.188143&0.407160&-0.225135&-0.123203&0.057535&-0.005719
217&0.464286&-0.191501&0.274970&-0.124568&-0.117982&0.099828&-0.025772
218&0.442641&-0.258965&0.732829&-0.236332&-0.149148&0.081219&-0.061946
219&0.438312&-0.282421&0.720068&-0.139263&-0.115649&0.114336&-0.063744
220&0.439394&-0.278349&0.609826&-0.091464&-0.064317&0.098780&-0.044162
221&0.511905&-0.078190&-0.607040&0.286980&0.104457&0.169488&-0.007487
222&0.505411&-0.058652&-0.277619&0.123272&0.017294&0.113719&-0.058833
223&0.502165&-0.070854&-0.247832&0.095897&0.003882&0.075634&-0.107152
224&0.441558&-0.215863&0.567346&-0.160917&-0.045011&0.008466&-0.133849
225&0.458874&-0.206217&0.320107&-0.101483&-0.034407&-0.022947&-0.069841
226&0.441558&-0.230139&0.577235&-0.128798&-0.042803&-0.049029&-0.063836
227&0.416667&-0.326299&0.798619&-0.170123&-0.014736&-0.097191&-0.073821
228&0.438312&-0.290036&0.502628&-0.112610&-0.021108&-0.104894&-0.000751
229&0.451299&-0.243776&0.365674&-0.032514&-0.001227&-0.100270&0.015228
230&0.429654&-0.294943&0.614339&-0.118230&-0.027378&-0.124861&-0.025284
231&0.420996&-0.334630&0.713479&-0.143780&-0.061848&-0.130166&-0.026930
232&0.417749&-0.351223&0.733800&-0.159529&-0.115332&-0.140410&-0.001365
233&0.438312&-0.313762&0.489598&-0.064057&-0.179554&-0.068518&0.068067
234&0.450216&-0.273354&0.339326&-0.027942&-0.140003&-0.029724&0.006536
235&0.419913&-0.351810&0.765824&-0.049765&-0.168481&0.033285&-0.061615
236&0.408009&-0.368409&0.808504&-0.026138&-0.140356&-0.001502&-0.109667
237&0.380952&-0.435703&0.857116&0.025386&-0.058849&-0.029053&-0.072430
238&0.365801&-0.470871&0.812903&0.025895&-0.006588&-0.072217&-0.036388
239&0.375541&-0.463060&0.657446&0.080238&0.034874&-0.036422&-0.029395
240&0.363636&-0.469350&0.726937&0.009893&0.021045&-0.108035&-0.021490
241&0.371212&-0.473770&0.618411&0.024704&0.021160&-0.130256&0.000653
242&0.332251&-0.547738&0.816936&0.073636&0.143253&-0.140030&-0.025816
243&0.334416&-0.580799&0.807736&0.135091&0.140454&-0.089319&0.014053
244&0.319264&-0.603681&0.928018&0.086973&0.082150&-0.108090&0.048086
245&0.321429&-0.617357&0.782468&0.145384&0.091697&-0.049112&0.049361
246&0.339827&-0.576263&0.567288&0.166363&0.066640&-0.025525&0.058795
247&0.314935&-0.623236&0.814804&0.122740&0.055204&-0.036816&0.006135
248&0.329004&-0.596955&0.668771&0.192912&0.062230&-0.037056&0.032026
249&0.299784&-0.649808&0.902217&0.092207&0.030010&-0.098341&0.056342
250&0.285714&-0.709364&0.879928&0.115784&0.061913&-0.115131&0.095136
251&0.351732&-0.571147&0.047653&0.340976&0.084931&-0.067967&0.169661
252&0.346320&-0.535488&0.060108&0.253224&0.044092&-0.084370&0.121997
253&0.345238&-0.525632&0.070726&0.264805&0.020109&-0.070478&0.054938
254&0.344156&-0.530625&-0.010716&0.301779&0.019488&-0.046409&0.037057
255&0.336580&-0.539945&-0.002463&0.300890&0.022811&-0.019489&0.011116
256&0.321429&-0.565716&0.138387&0.167449&-0.037507&-0.086167&-0.013038
257&0.332251&-0.540349&-0.057990&0.207589&-0.040470&-0.095874&0.024209
258&0.370130&-0.444849&-0.632830&0.355685&0.033459&-0.080749&0.048642
259&0.347403&-0.476256&-0.272879&0.222405&-0.046192&-0.127662&0.022237
260&0.373377&-0.429240&-0.564516&0.347177&-0.068692&-0.073799&0.070066
261&0.354978&-0.459606&-0.327605&0.218324&-0.131726&-0.139648&0.087467
262&0.374459&-0.419899&-0.534894&0.302086&-0.115475&-0.129438&0.099936
263&0.373377&-0.414991&-0.532638&0.255760&-0.136245&-0.162419&0.120149
264&0.370130&-0.417171&-0.433200&0.166785&-0.187126&-0.203156&0.092723
265&0.372294&-0.447487&-0.321317&0.224706&-0.173502&-0.141222&0.056784
266&0.377706&-0.419027&-0.425517&0.270478&-0.205184&-0.104301&0.062593
267&0.377706&-0.416905&-0.423752&0.274571&-0.252654&-0.079767&0.069018
268&0.372294&-0.425308&-0.324379&0.219265&-0.270284&-0.099490&0.040444
269&0.376623&-0.414521&-0.416500&0.236170&-0.284296&-0.063402&0.049792
270&0.389610&-0.372444&-0.714831&0.280328&-0.255909&-0.053442&0.059900
271&0.393939&-0.340970&-0.745257&0.227957&-0.244771&-0.024908&-0.005995
272&0.370130&-0.440831&-0.021425&0.033994&-0.305604&-0.012586&-0.094852
273&0.360390&-0.487238&0.304745&-0.186043&-0.362921&-0.107557&-0.141584
274&0.367965&-0.471931&0.144809&-0.003108&-0.302789&-0.052220&-0.077817
275&0.363636&-0.472519&0.109813&0.002778&-0.283075&-0.069473&-0.057574
276&0.356061&-0.524214&0.386296&0.007557&-0.262320&-0.036308&-0.065357
277&0.362554&-0.506862&0.220742&0.073328&-0.239165&-0.043384&-0.043241
278&0.344156&-0.618576&0.806741&0.017504&-0.137515&-0.268813&-0.128821
279&0.359307&-0.586617&0.420536&0.231554&-0.216646&-0.243743&0.162096
280&0.366883&-0.559643&0.246105&0.345418&-0.195219&-0.220081&0.267833
281&0.386364&-0.471802&-0.241765&0.500564&-0.174976&-0.201961&0.264409
282&0.415584&-0.406367&-0.617073&0.507956&-0.106398&-0.207106&0.176858
283&0.411255&-0.393039&-0.484666&0.402276&-0.129701&-0.217872&0.106098
284&0.400433&-0.425399&-0.287773&0.324056&-0.141685&-0.195354&-0.004041
285&0.378788&-0.474374&0.117084&0.201475&-0.187870&-0.211466&-0.082436
286&0.400433&-0.445490&-0.306986&0.316493&-0.170417&-0.175723&-0.094012
287&0.419913&-0.360409&-0.681331&0.397394&-0.145100&-0.155562&-0.103728
288&0.387446&-0.437385&-0.083999&0.201065&-0.239111&-0.168671&-0.148076
289&0.374459&-0.484237&0.168155&0.105987&-0.289994&-0.196620&-0.133454
290&0.387446&-0.457184&-0.087189&0.162874&-0.273516&-0.173011&-0.082644
291&0.369048&-0.511636&0.267007&0.056627&-0.296096&-0.183145&-0.105298
292&0.357143&-0.539245&0.420633&-0.150950&-0.332522&-0.266661&-0.125453
293&0.356061&-0.563999&0.486613&-0.101981&-0.286457&-0.217745&-0.154194
294&0.339827&-0.598668&0.618070&-0.063436&-0.258759&-0.179733&-0.156852
295&0.359307&-0.567907&0.340885&0.099702&-0.202037&-0.134599&-0.142254
296&0.335498&-0.631298&0.766560&0.036107&-0.201192&-0.130894&-0.176304
297&0.331169&-0.650024&0.815297&0.064838&-0.228081&-0.119994&-0.151198
298&0.326840&-0.676866&0.862923&0.075467&-0.217462&-0.144964&-0.109145
299&0.297619&-0.732216&0.921633&0.110545&-0.144588&-0.171930&-0.067641
300&0.295455&-0.757406&0.927881&0.155933&-0.120986&-0.173348&-0.017162
301&0.291126&-0.784179&0.939611&0.254742&-0.062814&-0.136036&-0.003667
302&0.291126&-0.780579&0.899125&0.224986&-0.063408&-0.168633&0.017379
303&0.307359&-0.739688&0.620426&0.254633&-0.073390&-0.185377&0.040510
304&0.309524&-0.735141&0.589351&0.316494&-0.068160&-0.142490&0.031525
305&0.297619&-0.753149&0.716003&0.248815&-0.138373&-0.149312&0.025857
306&0.299784&-0.735870&0.643170&0.224136&-0.169604&-0.171082&0.037255
307&0.288961&-0.779726&0.749543&0.172275&-0.192962&-0.163157&0.040984
308&0.290043&-0.772895&0.697523&0.146630&-0.232091&-0.152158&0.045375
309&0.322511&-0.686765&0.121491&0.370146&-0.138756&-0.103339&0.051758
310&0.295455&-0.728615&0.535896&0.159778&-0.202567&-0.161981&-0.005896
311&0.283550&-0.783817&0.731620&0.055397&-0.226340&-0.200620&-0.027773
312&0.310606&-0.677574&-0.109472&0.379580&-0.149882&-0.134662&0.081057
313&0.309524&-0.642032&-0.146469&0.277261&-0.198060&-0.195171&0.079611
314&0.286797&-0.734297&0.515398&-0.037649&-0.289261&-0.275904&-0.003165
315&0.287879&-0.735330&0.465674&-0.056755&-0.296403&-0.317220&0.036015
316&0.319264&-0.614245&-0.480213&0.374412&-0.175192&-0.217638&0.132884
317&0.293290&-0.711361&0.365709&0.079859&-0.264188&-0.281142&0.019865
318&0.286797&-0.766640&0.575086&0.035795&-0.295488&-0.288534&-0.002306
319&0.286797&-0.772459&0.569330&0.041256&-0.319279&-0.306205&0.020243
320&0.281385&-0.800734&0.701041&0.042231&-0.317570&-0.308265&-0.004338
321&0.294372&-0.743108&0.309485&0.167345&-0.299722&-0.295261&0.044293
322&0.279221&-0.796435&0.690066&0.023783&-0.343824&-0.352294&-0.005989
323&0.277056&-0.802697&0.585251&0.207870&-0.297630&-0.279722&-0.000168
324&0.317100&-0.671149&-0.374643&0.510061&-0.214521&-0.248124&0.085016
325&0.311688&-0.658048&-0.283801&0.420253&-0.267294&-0.270736&0.056774
326&0.350649&-0.583536&-0.664044&0.485049&-0.179871&-0.276008&-0.020661
327&0.320346&-0.630375&-0.073109&0.271353&-0.245957&-0.311176&-0.102097
328&0.329004&-0.639061&-0.213156&0.296845&-0.238992&-0.289268&-0.110777
329&0.350649&-0.579827&-0.530378&0.387627&-0.179846&-0.273983&-0.103313
330&0.350649&-0.578246&-0.523722&0.353419&-0.152070&-0.238425&-0.150278
331&0.374459&-0.496865&-0.730944&0.281684&-0.157100&-0.290752&-0.158325
332&0.376623&-0.479140&-0.760285&0.257329&-0.167903&-0.263959&-0.160040
333&0.415584&-0.428883&-0.658800&0.051133&-0.164705&-0.380962&-0.188612
334&0.415584&-0.414434&-0.658556&0.008312&-0.150289&-0.359593&-0.169277
335&0.415584&-0.406823&-0.626401&0.011064&-0.123666&-0.293670&-0.181509
336&0.413420&-0.401010&-0.625551&-0.043077&-0.136622&-0.276858&-0.184194
337&0.415584&-0.378683&-0.646298&-0.108322&-0.176790&-0.271409&-0.160009
338&0.415584&-0.369730&-0.577459&-0.090713&-0.196438&-0.215238&-0.124507
339&0.406926&-0.392935&-0.464617&-0.121429&-0.225672&-0.184479&-0.108563
340&0.396104&-0.423101&-0.283489&-0.068754&-0.256277&-0.105996&-0.070485
341&0.408009&-0.380451&-0.468526&-0.119984&-0.305462&-0.150339&-0.011077
342&0.404762&-0.387428&-0.398459&-0.102052&-0.322477&-0.106447&0.018192
343&0.408009&-0.379962&-0.393416&-0.056313&-0.318431&-0.083639&0.066884
