0.176407&0.182900&0.173160&0.158009&0.176407
0.166850&0.206367&0.184413&0.164654&0.162459
0.164130&0.197826&0.206522&0.145652&0.158696
0.106264&0.180089&0.166667&0.152125&0.153244
0.235615&0.271395&0.224359&0.198782&0.157569
0.059880&0.110318&0.155458&0.161446&0.160755
0.145090&0.135409&0.125158&0.116679&0.106239
0.303180&0.297646&0.291377&0.285083&0.279170
0.233979&0.191457&0.201885&0.290618&0.535808
0.014178&0.017271&0.022862&0.018564&0.021700
0.251049&0.290585&0.352888&0.305969&0.340799
0.452211&0.514123&0.513229&0.451565&0.497946
0.431859&0.445772&0.444530&0.436101&0.465306
0.928290&0.917531&0.971544&1.000000&0.966215
1.000000&0.979517&0.962736&0.941613&0.915623
0.270384&0.339944&0.400269&0.397624&0.434115
0.000000&0.010995&0.022352&0.054248&0.121032
0.553753&0.509178&0.470889&0.466185&0.490280
0.577778&0.699708&0.685460&0.655589&0.745223
0.422222&0.300292&0.314540&0.344411&0.254777
